Relacion; Herrera (freq. relat.); P2 (freq. relat.);Pacheco (freq. relat.);Media;SD;Herrera (z-score);P2 (z-score);Pacheco;P2vsHerrera;P2vsPacheco
DA AO NC;0,11;0,17;0,21;0,163333333;0,05033223;-1,059625886;0,132453236;0,92717265;1,192079121;0,794719414
SP PP NP;0,16;0,11;0,21;0,16;0,05;0;-1;1;1;2
DI NC VS;0,21;0,04;0,21;0,153333333;0,098149546;0,577350269;-1,154700538;0,577350269;1,732050808;1,732050808
VM PR PP;0,13;0,17;0;0,1;0,088881944;0,33752637;0,787561531;-1,125087901;0,45003516;1,912649432
AQ DI NC;0,16;0,11;0,21;0,16;0,05;0;-1;1;1;2
PR SP VM;0,13;0,14;0,21;0,16;0,043588989;-0,688247202;-0,458831468;1,147078669;0,229415734;1,605910137
CC SP PR;0,13;0,17;0;0,1;0,088881944;0,33752637;0,787561531;-1,125087901;0,45003516;1,912649432
PR RN P0;0,18;0,07;0,21;0,153333333;0,073711148;0,361772505;-1,130539079;0,768766574;1,492311584;1,899305653
RG CC AQ;0,08;0,24;0;0,106666667;0,122202019;-0,21821789;1,091089451;-0,872871561;1,309307341;1,963961012
VM RN VS;0,21;0,07;0;0,093333333;0,106926766;1,091089451;-0,21821789;-0,872871561;1,309307341;0,654653671
VM PR DA;0,16;0,14;0;0,1;0,087177979;0,688247202;0,458831468;-1,147078669;0,229415734;1,605910137
RN DA NC;0,16;0,07;0,41;0,213333333;0,176162803;-0,302750253;-0,813641305;1,116391558;0,510891052;1,930032863
DA AQ CS;0,06;0,17;0,62;0,283333333;0,296704117;-0,752713967;-0,381974252;1,134688219;0,370739715;1,516662471
CC CS CS;0,21;0,07;0;0,093333333;0,106926766;1,091089451;-0,21821789;-0,872871561;1,309307341;0,654653671
DI AQ NP;0,13;0,11;0,41;0,216666667;0,167729942;-0,516703612;-0,635942907;1,152646519;0,119239295;1,788589425
NC NC NC;0,11;0,11;0,62;0,28;0,294448637;-0,577350269;-0,577350269;1,154700538;0;1,732050808
AQ VM PR;0,13;0,17;0;0,1;0,088881944;0,33752637;0,787561531;-1,125087901;0,45003516;1,912649432
AP CC SP;0,16;0,14;0;0,1;0,087177979;0,688247202;0,458831468;-1,147078669;0,229415734;1,605910137
NC PR NC;0,13;0,17;0;0,1;0,088881944;0,33752637;0,787561531;-1,125087901;0,45003516;1,912649432
PP CS DA;0,13;0,14;0,21;0,16;0,043588989;-0,688247202;-0,458831468;1,147078669;0,229415734;1,605910137
NC VS CS;0,13;0,07;0,62;0,273333333;0,301717307;-0,475058374;-0,673920019;1,148978393;0,198861645;1,822898413
VM I NC;0,11;0,11;0,62;0,28;0,294448637;-0,577350269;-0,577350269;1,154700538;0;1,732050808
SP VM DI;0,16;0,07;0,41;0,213333333;0,176162803;-0,302750253;-0,813641305;1,116391558;0,510891052;1,930032863
NC CS AQ;0,08;0,14;0,62;0,28;0,295972972;-0,675737378;-0,473016165;1,148753543;0,202721214;1,621769708
NC CS NC;0,13;0,07;0,62;0,273333333;0,301717307;-0,475058374;-0,673920019;1,148978393;0,198861645;1,822898413
CS VM DD;0,11;0,21;0;0,106666667;0,105039675;0,031734041;0,983755265;-1,015489306;0,952021224;1,99924457
RG RG NC;0,18;0,11;0;0,096666667;0,090737717;0,918397948;0,146943672;-1,06534162;0,771454276;1,212285291
CS CS SP;0,13;0,17;0;0,1;0,088881944;0,33752637;0,787561531;-1,125087901;0,45003516;1,912649432
VM RN PP;0,18;0,11;0;0,096666667;0,090737717;0,918397948;0,146943672;-1,06534162;0,771454276;1,212285291
CC I CS;0,21;0,07;0;0,093333333;0,106926766;1,091089451;-0,21821789;-0,872871561;1,309307341;0,654653671
PT VM NC;0,18;0,11;0;0,096666667;0,090737717;0,918397948;0,146943672;-1,06534162;0,771454276;1,212285291
AQ NC I;0,13;0,11;0,21;0,15;0,052915026;-0,377964473;-0,755928946;1,133893419;0,377964473;1,889822365
PI VM VM;0,16;0,11;0;0,09;0,081853528;0,85518611;0,244338889;-1,099524999;0,610847222;1,343863888
PR RG AQ;0,16;0,11;0;0,09;0,081853528;0,85518611;0,244338889;-1,099524999;0,610847222;1,343863888
CC RG CS;0,11;0,17;0;0,093333333;0,086216781;0,193311168;0,889231374;-1,082542542;0,695920206;1,971773916
P0 VM DI;0,21;0,04;0;0,083333333;0,111504858;1,135974424;-0,388622829;-0,747351594;1,524597253;0,358728765
NP NP CC;0,08;0,17;0,21;0,153333333;0,066583281;-1,101377584;0,250313087;0,851064496;1,351690671;0,600751409
RG AQ NP;0,08;0,21;0;0,096666667;0,105987421;-0,157251366;1,069309288;-0,912057922;1,226560654;1,981367211
AQ CC NP;0,16;0,11;0;0,09;0,081853528;0,85518611;0,244338889;-1,099524999;0,610847222;1,343863888
VM RG PR;0,16;0,11;0;0,09;0,081853528;0,85518611;0,244338889;-1,099524999;0,610847222;1,343863888
PP SP AQ;0,13;0,14;0;0,09;0,078102497;0,51214752;0,6401844;-1,152331919;0,12803688;1,792516319
DD NC NC;0,18;0,07;0;0,083333333;0,090737717;1,06534162;-0,146943672;-0,918397948;1,212285291;0,771454276
CS AQ VM;0;0,17;0,82;0,33;0,4327817;-0,762509135;-0,369701399;1,132210534;0,392807736;1,501911933
DP NC I;0,13;0,14;0;0,09;0,078102497;0,51214752;0,6401844;-1,152331919;0,12803688;1,792516319
NP DD NC;0,13;0,11;0,21;0,15;0,052915026;-0,377964473;-0,755928946;1,133893419;0,377964473;1,889822365
VS VM CC;0,21;0,04;0;0,083333333;0,111504858;1,135974424;-0,388622829;-0,747351594;1,524597253;0,358728765
VS VM DA;0,16;0,04;0,41;0,203333333;0,188767935;-0,229558761;-0,865259946;1,094818707;0,635701185;1,960078653
PP NC CS;0,23;0;0;0,076666667;0,132790562;1,154700538;-0,577350269;-0,577350269;1,732050808;0
CS DA PR;0,11;0,11;0,41;0,21;0,173205081;-0,577350269;-0,577350269;1,154700538;0;1,732050808
CS RG P0;0,11;0,17;0;0,093333333;0,086216781;0,193311168;0,889231374;-1,082542542;0,695920206;1,971773916
CC RG RN;0,08;0,17;0,21;0,153333333;0,066583281;-1,101377584;0,250313087;0,851064496;1,351690671;0,600751409
I NC AQ;0,08;0,17;0,21;0,153333333;0,066583281;-1,101377584;0,250313087;0,851064496;1,351690671;0,600751409
NC CC DD;0,13;0,14;0;0,09;0,078102497;0,51214752;0,6401844;-1,152331919;0,12803688;1,792516319
NC CC DI;0,13;0,11;0,21;0,15;0,052915026;-0,377964473;-0,755928946;1,133893419;0,377964473;1,889822365
PI PR VM;0,16;0,07;0,21;0,146666667;0,070945989;0,187936394;-1,080634267;0,892697873;1,268570661;1,97333214
AQ VM NP;0,11;0,14;0,21;0,153333333;0,051316014;-0,844440743;-0,259827921;1,104268664;0,584612822;1,364096585
RG VM RN;0,16;0,11;0;0,09;0,081853528;0,85518611;0,244338889;-1,099524999;0,610847222;1,343863888
RG VS VM;0,13;0,14;0;0,09;0,078102497;0,51214752;0,6401844;-1,152331919;0,12803688;1,792516319
RG CS DP;0,16;0,11;0;0,09;0,081853528;0,85518611;0,244338889;-1,099524999;0,610847222;1,343863888
VM PI SP;0,08;0,11;0,62;0,27;0,303479818;-0,626071286;-0,527217925;1,153289211;0,098853361;1,680507136
CS RG RG;0,18;0,07;0;0,083333333;0,090737717;1,06534162;-0,146943672;-0,918397948;1,212285291;0,771454276
VM PI VM;0,11;0,17;0;0,093333333;0,086216781;0,193311168;0,889231374;-1,082542542;0,695920206;1,971773916
VM AQ AQ;0,13;0,14;0;0,09;0,078102497;0,51214752;0,6401844;-1,152331919;0,12803688;1,792516319
NP NC CC;0,16;0,11;0;0,09;0,081853528;0,85518611;0,244338889;-1,099524999;0,610847222;1,343863888
NC RG RN;0,08;0,21;0;0,096666667;0,105987421;-0,157251366;1,069309288;-0,912057922;1,226560654;1,981367211
VM VM RN;0,18;0,07;0;0,083333333;0,090737717;1,06534162;-0,146943672;-0,918397948;1,212285291;0,771454276
AO NC SP;0,08;0,21;0;0,096666667;0,105987421;-0,157251366;1,069309288;-0,912057922;1,226560654;1,981367211
NP VS NC;0,16;0,11;0;0,09;0,081853528;0,85518611;0,244338889;-1,099524999;0,610847222;1,343863888
VM P0 RG;0,16;0,07;0,21;0,146666667;0,070945989;0,187936394;-1,080634267;0,892697873;1,268570661;1,97333214
VS RG CS;0,03;0,24;0,21;0,16;0,113578167;-1,144586178;0,704360725;0,440225453;1,848946903;0,264135272
AQ CS NP;0,08;0,21;0;0,096666667;0,105987421;-0,157251366;1,069309288;-0,912057922;1,226560654;1,981367211
DI NC RN;0,08;0,17;0,21;0,153333333;0,066583281;-1,101377584;0,250313087;0,851064496;1,351690671;0,600751409
VM DA RG;0,13;0,14;0;0,09;0,078102497;0,51214752;0,6401844;-1,152331919;0,12803688;1,792516319
DA VM CC;0,18;0,07;0;0,083333333;0,090737717;1,06534162;-0,146943672;-0,918397948;1,212285291;0,771454276
VM VS RG;0,08;0,17;0,21;0,153333333;0,066583281;-1,101377584;0,250313087;0,851064496;1,351690671;0,600751409
NC PI SP;0,06;0,24;0;0,1;0,12489996;-0,320256308;1,120897077;-0,800640769;1,441153384;1,921537846
DP NP DA;0,11;0,14;0,21;0,153333333;0,051316014;-0,844440743;-0,259827921;1,104268664;0,584612822;1,364096585
SP PR AQ;0,08;0,21;0;0,096666667;0,105987421;-0,157251366;1,069309288;-0,912057922;1,226560654;1,981367211
DA NP DP;0,06;0,17;0,41;0,213333333;0,178978583;-0,856713303;-0,242114629;1,098827932;0,614598674;1,340942561
AQ AQ VM;0,11;0,17;0;0,093333333;0,086216781;0,193311168;0,889231374;-1,082542542;0,695920206;1,971773916
CC VS NC;0,08;0,17;0,21;0,153333333;0,066583281;-1,101377584;0,250313087;0,851064496;1,351690671;0,600751409
