Relacion; Herrera (freq. relat.); P2 (freq. relat.);Pacheco (freq. relat.);Media;SD;Herrera (z-score);P2 (z-score);Pacheco;P2vsHerrera;P2vsPacheco
PR NP SP;0,16;0,04;0,21;0,136666667;0,087368949;0,267066658;-1,106419011;0,839352353;1,373485669;1,945771364
SP PT RN;0,13;0,11;0;0,08;0,07;0,714285714;0,428571429;-1,142857143;0,285714286;1,571428571
AQ RG PP;0,08;0,14;0,21;0,143333333;0,065064071;-0,973399487;-0,051231552;1,024631039;0,922167935;1,075862591
AQ VS AQ;0,11;0,07;0,21;0,13;0,072111026;-0,277350098;-0,832050294;1,109400392;0,554700196;1,941450687
NC AP PR;0,13;0,07;0;0,066666667;0,065064071;0,973399487;0,051231552;-1,024631039;0,922167935;1,075862591
SP AQ NP;0,11;0,07;0,21;0,13;0,072111026;-0,277350098;-0,832050294;1,109400392;0,554700196;1,941450687
P0 VM NP;0,16;0,04;0;0,066666667;0,08326664;1,120897077;-0,320256308;-0,800640769;1,441153384;0,480384461
NC AP RG;0,08;0,11;0,21;0,133333333;0,068068593;-0,783523371;-0,342791475;1,126314846;0,440731896;1,469106321
CC RG CC;0,13;0,07;0;0,066666667;0,065064071;0,973399487;0,051231552;-1,024631039;0,922167935;1,075862591
CC RG DP;0,11;0,11;0;0,073333333;0,06350853;0,577350269;0,577350269;-1,154700538;0;1,732050808
AQ VS SP;0,08;0,14;0;0,073333333;0,070237692;0,0949158;0,949157996;-1,044073795;0,854242196;1,993231791
DA AP VM;0,11;0,07;0,21;0,13;0,072111026;-0,277350098;-0,832050294;1,109400392;0,554700196;1,941450687
PP SP DI;0,06;0,14;0,21;0,136666667;0,075055535;-1,021465861;0,044411559;0,977054302;1,06587742;0,932642743
AQ CC PR;0,03;0,21;0;0,08;0,113578167;-0,440225453;1,144586178;-0,704360725;1,584811631;1,848946903
RG DA NP;0,06;0,07;0,62;0,25;0,320468407;-0,592882155;-0,561677831;1,154559987;0,031204324;1,716237818
NP NP AQ;0,13;0,04;0,21;0,126666667;0,085049005;0,03919309;-1,019020342;0,979827252;1,058213432;1,998847594
PP CC SP;0,08;0,11;0,21;0,133333333;0,068068593;-0,783523371;-0,342791475;1,126314846;0,440731896;1,469106321
PP DP NP;0,06;0,14;0,21;0,136666667;0,075055535;-1,021465861;0,044411559;0,977054302;1,06587742;0,932642743
DD NC NP;0,16;0,04;0;0,066666667;0,08326664;1,120897077;-0,320256308;-0,800640769;1,441153384;0,480384461
SP DI NP;0,08;0,04;0,62;0,246666667;0,32393415;-0,514507862;-0,637989748;1,15249761;0,123481887;1,790487358
AQ DP AQ;0,11;0,07;0,21;0,13;0,072111026;-0,277350098;-0,832050294;1,109400392;0,554700196;1,941450687
NP NP NP;0,08;0,11;0,21;0,133333333;0,068068593;-0,783523371;-0,342791475;1,126314846;0,440731896;1,469106321
CS DI AQ;0,11;0,07;0,21;0,13;0,072111026;-0,277350098;-0,832050294;1,109400392;0,554700196;1,941450687
NP VM P0;0,13;0,04;0,21;0,126666667;0,085049005;0,03919309;-1,019020342;0,979827252;1,058213432;1,998847594
CS RG NC;0,13;0,04;0,21;0,126666667;0,085049005;0,03919309;-1,019020342;0,979827252;1,058213432;1,998847594
RG VM P0;0,11;0,11;0;0,073333333;0,06350853;0,577350269;0,577350269;-1,154700538;0;1,732050808
PP PR RG;0,11;0,11;0;0,073333333;0,06350853;0,577350269;0,577350269;-1,154700538;0;1,732050808
CS RG AQ;0,06;0,14;0,21;0,136666667;0,075055535;-1,021465861;0,044411559;0,977054302;1,06587742;0,932642743
PP NC VM;0,13;0,07;0;0,066666667;0,065064071;0,973399487;0,051231552;-1,024631039;0,922167935;1,075862591
NC RG VS;0,11;0,11;0;0,073333333;0,06350853;0,577350269;0,577350269;-1,154700538;0;1,732050808
DA NC AO;0,11;0,11;0;0,073333333;0,06350853;0,577350269;0,577350269;-1,154700538;0;1,732050808
DA SP NP;0,11;0,07;0,21;0,13;0,072111026;-0,277350098;-0,832050294;1,109400392;0,554700196;1,941450687
NP SP DI;0,11;0,11;0;0,073333333;0,06350853;0,577350269;0,577350269;-1,154700538;0;1,732050808
DA PR DA;0,11;0,04;0,41;0,186666667;0,19655364;-0,390054678;-0,746191558;1,136246235;0,35613688;1,882437793
NP SP DD;0,13;0,07;0;0,066666667;0,065064071;0,973399487;0,051231552;-1,024631039;0,922167935;1,075862591
NP CC PP;0;0,11;0,82;0,31;0,445084262;-0,69649733;-0,449353116;1,145850447;0,247144214;1,595203563
DI AQ CC;0,16;0,04;0;0,066666667;0,08326664;1,120897077;-0,320256308;-0,800640769;1,441153384;0,480384461
NP DP AQ;0,11;0,11;0;0,073333333;0,06350853;0,577350269;0,577350269;-1,154700538;0;1,732050808
CC PP CS;0,11;0,11;0;0,073333333;0,06350853;0,577350269;0,577350269;-1,154700538;0;1,732050808
RG CS NP;0,06;0,07;0,62;0,25;0,320468407;-0,592882155;-0,561677831;1,154559987;0,031204324;1,716237818
I NC NC;0,16;0,04;0;0,066666667;0,08326664;1,120897077;-0,320256308;-0,800640769;1,441153384;0,480384461
SP PP DI;0,13;0,04;0,21;0,126666667;0,085049005;0,03919309;-1,019020342;0,979827252;1,058213432;1,998847594
PD DP NC;0,03;0,21;0;0,08;0,113578167;-0,440225453;1,144586178;-0,704360725;1,584811631;1,848946903
DA PR RN;0,08;0,04;0,62;0,246666667;0,32393415;-0,514507862;-0,637989748;1,15249761;0,123481887;1,790487358
NP CC RG;0,13;0,07;0;0,066666667;0,065064071;0,973399487;0,051231552;-1,024631039;0,922167935;1,075862591
VM PI CC;0,03;0,21;0;0,08;0,113578167;-0,440225453;1,144586178;-0,704360725;1,584811631;1,848946903
PR VA VM;0,11;0,04;0,41;0,186666667;0,19655364;-0,390054678;-0,746191558;1,136246235;0,35613688;1,882437793
VM AQ PR;0,08;0,14;0;0,073333333;0,070237692;0,0949158;0,949157996;-1,044073795;0,854242196;1,993231791
DI NC P0;0,13;0,04;0,21;0,126666667;0,085049005;0,03919309;-1,019020342;0,979827252;1,058213432;1,998847594
NP VS VM;0,13;0,04;0,21;0,126666667;0,085049005;0,03919309;-1,019020342;0,979827252;1,058213432;1,998847594
VM DA CC;0,13;0,04;0,21;0,126666667;0,085049005;0,03919309;-1,019020342;0,979827252;1,058213432;1,998847594
SP PP PR;0,13;0,07;0;0,066666667;0,065064071;0,973399487;0,051231552;-1,024631039;0,922167935;1,075862591
SP PP PI;0,18;0;0;0,06;0,103923048;1,154700538;-0,577350269;-0,577350269;1,732050808;0
RG SP PR;0,13;0,07;0;0,066666667;0,065064071;0,973399487;0,051231552;-1,024631039;0,922167935;1,075862591
VM DI DP;0,16;0,04;0;0,066666667;0,08326664;1,120897077;-0,320256308;-0,800640769;1,441153384;0,480384461
AQ CS AQ;0;0,14;0,62;0,253333333;0,325166624;-0,77908775;-0,348539256;1,127627006;0,430548493;1,476166263
AQ SP PT;0,03;0,21;0;0,08;0,113578167;-0,440225453;1,144586178;-0,704360725;1,584811631;1,848946903
CC PP PP;0,11;0,11;0;0,073333333;0,06350853;0,577350269;0,577350269;-1,154700538;0;1,732050808
AQ PR DA;0,13;0,07;0;0,066666667;0,065064071;0,973399487;0,051231552;-1,024631039;0,922167935;1,075862591
RG NC PP;0,16;0,04;0;0,066666667;0,08326664;1,120897077;-0,320256308;-0,800640769;1,441153384;0,480384461
VS DA PR;0,16;0,04;0;0,066666667;0,08326664;1,120897077;-0,320256308;-0,800640769;1,441153384;0,480384461
CC NC DP;0,08;0,14;0;0,073333333;0,070237692;0,0949158;0,949157996;-1,044073795;0,854242196;1,993231791
PR NC CC;0,13;0,07;0;0,066666667;0,065064071;0,973399487;0,051231552;-1,024631039;0,922167935;1,075862591
VM VS DP;0,18;0;0;0,06;0,103923048;1,154700538;-0,577350269;-0,577350269;1,732050808;0
AQ RG RG;0,06;0,17;0;0,076666667;0,086216781;-0,193311168;1,082542542;-0,889231374;1,27585371;1,971773916
CS PP VS;0,08;0,14;0;0,073333333;0,070237692;0,0949158;0,949157996;-1,044073795;0,854242196;1,993231791
PR RN VS;0,11;0,11;0;0,073333333;0,06350853;0,577350269;0,577350269;-1,154700538;0;1,732050808
NC DD AQ;0,11;0,11;0;0,073333333;0,06350853;0,577350269;0,577350269;-1,154700538;0;1,732050808
CS PP RG;0,11;0,07;0,21;0,13;0,072111026;-0,277350098;-0,832050294;1,109400392;0,554700196;1,941450687
PP VM I;0,08;0,14;0;0,073333333;0,070237692;0,0949158;0,949157996;-1,044073795;0,854242196;1,993231791
PP AQ NP;0,13;0,04;0,21;0,126666667;0,085049005;0,03919309;-1,019020342;0,979827252;1,058213432;1,998847594
CS PP NC;0,08;0,11;0,21;0,133333333;0,068068593;-0,783523371;-0,342791475;1,126314846;0,440731896;1,469106321
PR NC AQ;0,06;0,17;0;0,076666667;0,086216781;-0,193311168;1,082542542;-0,889231374;1,27585371;1,971773916
VM SP RN;0,11;0;0,62;0,243333333;0,330807094;-0,403054638;-0,735574714;1,138629351;0,332520076;1,874204065
PR DP AQ;0,11;0,07;0,21;0,13;0,072111026;-0,277350098;-0,832050294;1,109400392;0,554700196;1,941450687
NC AQ AP;0,03;0,21;0;0,08;0,113578167;-0,440225453;1,144586178;-0,704360725;1,584811631;1,848946903
DA NP P0;0,08;0,11;0,21;0,133333333;0,068068593;-0,783523371;-0,342791475;1,126314846;0,440731896;1,469106321
PR SP DD;0,13;0,07;0;0,066666667;0,065064071;0,973399487;0,051231552;-1,024631039;0,922167935;1,075862591
RG CC DA;0,06;0,17;0;0,076666667;0,086216781;-0,193311168;1,082542542;-0,889231374;1,27585371;1,971773916
NC NP PP;0,06;0,17;0;0,076666667;0,086216781;-0,193311168;1,082542542;-0,889231374;1,27585371;1,971773916
NC NP NC;0,16;0,04;0;0,066666667;0,08326664;1,120897077;-0,320256308;-0,800640769;1,441153384;0,480384461
NC VM PI;0,16;0,04;0;0,066666667;0,08326664;1,120897077;-0,320256308;-0,800640769;1,441153384;0,480384461
VM PR NC;0,13;0,07;0;0,066666667;0,065064071;0,973399487;0,051231552;-1,024631039;0,922167935;1,075862591
AQ DA PR;0,11;0,07;0,21;0,13;0,072111026;-0,277350098;-0,832050294;1,109400392;0,554700196;1,941450687
RN AQ SP;0,08;0,11;0,21;0,133333333;0,068068593;-0,783523371;-0,342791475;1,126314846;0,440731896;1,469106321
NC AQ PT;0,11;0,11;0;0,073333333;0,06350853;0,577350269;0,577350269;-1,154700538;0;1,732050808
CC VS RG;0,16;0,04;0;0,066666667;0,08326664;1,120897077;-0,320256308;-0,800640769;1,441153384;0,480384461
NC AQ DI;0,08;0,11;0,21;0,133333333;0,068068593;-0,783523371;-0,342791475;1,126314846;0,440731896;1,469106321
NC PI VM;0,16;0,04;0;0,066666667;0,08326664;1,120897077;-0,320256308;-0,800640769;1,441153384;0,480384461
CC PR SP;0,08;0,14;0;0,073333333;0,070237692;0,0949158;0,949157996;-1,044073795;0,854242196;1,993231791
CS CC VM;0,06;0,04;0,82;0,306666667;0,444672164;-0,554715781;-0,599692736;1,154408517;0,044976955;1,754101253
DP NP PR;0,13;0,07;0;0,066666667;0,065064071;0,973399487;0,051231552;-1,024631039;0,922167935;1,075862591
CC PR PP;0,13;0,07;0;0,066666667;0,065064071;0,973399487;0,051231552;-1,024631039;0,922167935;1,075862591
DA AQ RG;0,08;0,14;0;0,073333333;0,070237692;0,0949158;0,949157996;-1,044073795;0,854242196;1,993231791
CC NC VS;0,11;0,07;0,21;0,13;0,072111026;-0,277350098;-0,832050294;1,109400392;0,554700196;1,941450687
CC VS DA;0,11;0,11;0;0,073333333;0,06350853;0,577350269;0,577350269;-1,154700538;0;1,732050808
CS SP PD;0,06;0,14;0,21;0,136666667;0,075055535;-1,021465861;0,044411559;0,977054302;1,06587742;0,932642743
CS SP PR;0,08;0,14;0;0,073333333;0,070237692;0,0949158;0,949157996;-1,044073795;0,854242196;1,993231791
CS DP NP;0,08;0,14;0;0,073333333;0,070237692;0,0949158;0,949157996;-1,044073795;0,854242196;1,993231791
CS NC CC;0,11;0,07;0,21;0,13;0,072111026;-0,277350098;-0,832050294;1,109400392;0,554700196;1,941450687
DE AQ NC;0,06;0,17;0;0,076666667;0,086216781;-0,193311168;1,082542542;-0,889231374;1,27585371;1,971773916
CC NC RN;0,11;0,07;0,21;0,13;0,072111026;-0,277350098;-0,832050294;1,109400392;0,554700196;1,941450687
NC VS CC;0,11;0,07;0,21;0,13;0,072111026;-0,277350098;-0,832050294;1,109400392;0,554700196;1,941450687
AQ VM RN;0,03;0,21;0;0,08;0,113578167;-0,440225453;1,144586178;-0,704360725;1,584811631;1,848946903
CC NP CC;0,06;0,11;0,41;0,193333333;0,189296945;-0,704360725;-0,440225453;1,144586178;0,264135272;1,584811631
AP RN VM;0,16;0,04;0;0,066666667;0,08326664;1,120897077;-0,320256308;-0,800640769;1,441153384;0,480384461
NC VS DP;0,06;0,14;0,21;0,136666667;0,075055535;-1,021465861;0,044411559;0,977054302;1,06587742;0,932642743
AQ NP P0;0,08;0,11;0,21;0,133333333;0,068068593;-0,783523371;-0,342791475;1,126314846;0,440731896;1,469106321
SP VM DD;0,08;0,07;0,41;0,186666667;0,193476958;-0,551314574;-0,603000315;1,154314888;0,051685741;1,757315203
CS VS DP;0,13;0,07;0;0,066666667;0,065064071;0,973399487;0,051231552;-1,024631039;0,922167935;1,075862591
NC NC RG;0,11;0,11;0;0,073333333;0,06350853;0,577350269;0,577350269;-1,154700538;0;1,732050808
RG VA VM;0,13;0,04;0,21;0,126666667;0,085049005;0,03919309;-1,019020342;0,979827252;1,058213432;1,998847594
CC PD VS;0,13;0,07;0;0,066666667;0,065064071;0,973399487;0,051231552;-1,024631039;0,922167935;1,075862591
VS SP PR;0,08;0,07;0,41;0,186666667;0,193476958;-0,551314574;-0,603000315;1,154314888;0,051685741;1,757315203
VS SP NP;0,13;0,07;0;0,066666667;0,065064071;0,973399487;0,051231552;-1,024631039;0,922167935;1,075862591
SP NP NP;0,03;0,17;0,21;0,136666667;0,094516313;-1,128552985;0,352672808;0,775880177;1,481225793;0,42320737
RG RG DA;0,08;0,14;0;0,073333333;0,070237692;0,0949158;0,949157996;-1,044073795;0,854242196;1,993231791
SP DD NP;0,11;0,11;0;0,073333333;0,06350853;0,577350269;0,577350269;-1,154700538;0;1,732050808
VM RN P0;0,11;0,11;0;0,073333333;0,06350853;0,577350269;0,577350269;-1,154700538;0;1,732050808
VM SP PI;0,11;0,07;0,21;0,13;0,072111026;-0,277350098;-0,832050294;1,109400392;0,554700196;1,941450687
DP NC VA;0,13;0,07;0;0,066666667;0,065064071;0,973399487;0,051231552;-1,024631039;0,922167935;1,075862591
CC VM RN;0,13;0,07;0;0,066666667;0,065064071;0,973399487;0,051231552;-1,024631039;0,922167935;1,075862591
RG RG RG;0,06;0,17;0;0,076666667;0,086216781;-0,193311168;1,082542542;-0,889231374;1,27585371;1,971773916
NC PP RG;0,08;0,11;0;0,063333333;0,056862407;0,293105191;0,820694534;-1,113799725;0,527589344;1,93449426
NC AP PP;0,13;0,04;0;0,056666667;0,066583281;1,101377584;-0,250313087;-0,851064496;1,351690671;0,600751409
SP AQ SP;0,06;0,14;0;0,066666667;0,070237692;-0,0949158;1,044073795;-0,949157996;1,138989595;1,993231791
DA AP AQ;0,11;0,07;0;0,06;0,055677644;0,89802651;0,179605302;-1,077631812;0,718421208;1,257237114
AQ PR P0;0,08;0,07;0,21;0,12;0,078102497;-0,51214752;-0,6401844;1,152331919;0,12803688;1,792516319
P0 VM DD;0,11;0,07;0;0,06;0,055677644;0,89802651;0,179605302;-1,077631812;0,718421208;1,257237114
CS AQ DA;0,03;0,11;0,41;0,183333333;0,200333056;-0,765392074;-0,366057079;1,131449154;0,399334995;1,497506233
CS VM PI;0,11;0,07;0;0,06;0,055677644;0,89802651;0,179605302;-1,077631812;0,718421208;1,257237114
RG AQ P0;0,13;0,04;0;0,056666667;0,066583281;1,101377584;-0,250313087;-0,851064496;1,351690671;0,600751409
AQ CC DI;0,06;0,14;0;0,066666667;0,070237692;-0,0949158;1,044073795;-0,949157996;1,138989595;1,993231791
CC DI AQ;0,11;0,07;0;0,06;0,055677644;0,89802651;0,179605302;-1,077631812;0,718421208;1,257237114
VS VM NC;0,13;0,04;0;0,056666667;0,066583281;1,101377584;-0,250313087;-0,851064496;1,351690671;0,600751409
AQ VS VM;0,13;0,04;0;0,056666667;0,066583281;1,101377584;-0,250313087;-0,851064496;1,351690671;0,600751409
SP RG CS;0,11;0;0,41;0,173333333;0,212210587;-0,298445682;-0,816798707;1,115244389;0,518353026;1,932043096
DI VM NC;0,06;0,14;0;0,066666667;0,070237692;-0,0949158;1,044073795;-0,949157996;1,138989595;1,993231791
PP NC NP;0,11;0,04;0,21;0,12;0,085440037;-0,117041147;-0,936329178;1,053370325;0,81928803;1,989699502
PP SP RG;0,08;0,11;0;0,063333333;0,056862407;0,293105191;0,820694534;-1,113799725;0,527589344;1,93449426
VM PP DI;0,11;0,07;0;0,06;0,055677644;0,89802651;0,179605302;-1,077631812;0,718421208;1,257237114
VS CS SP;0,08;0,11;0;0,063333333;0,056862407;0,293105191;0,820694534;-1,113799725;0,527589344;1,93449426
AP VM SP;0,08;0,11;0;0,063333333;0,056862407;0,293105191;0,820694534;-1,113799725;0,527589344;1,93449426
AQ NP AP;0,06;0,14;0;0,066666667;0,070237692;-0,0949158;1,044073795;-0,949157996;1,138989595;1,993231791
AQ NP DP;0,06;0,14;0;0,066666667;0,070237692;-0,0949158;1,044073795;-0,949157996;1,138989595;1,993231791
NC SP Z;0,08;0,07;0,21;0,12;0,078102497;-0,51214752;-0,6401844;1,152331919;0,12803688;1,792516319
DI DA AQ;0,08;0,11;0;0,063333333;0,056862407;0,293105191;0,820694534;-1,113799725;0,527589344;1,93449426
P0 SP NC;0,08;0,11;0;0,063333333;0,056862407;0,293105191;0,820694534;-1,113799725;0,527589344;1,93449426
NP CC PR;0,08;0,11;0;0,063333333;0,056862407;0,293105191;0,820694534;-1,113799725;0,527589344;1,93449426
RG VS NC;0,11;0,04;0,21;0,12;0,085440037;-0,117041147;-0,936329178;1,053370325;0,81928803;1,989699502
RG VS SP;0,06;0,11;0,21;0,126666667;0,076376262;-0,872871561;-0,21821789;1,091089451;0,654653671;1,309307341
RG VS RG;0,06;0,07;0,41;0,18;0,199248588;-0,602262736;-0,552074175;1,15433691;0,050188561;1,706411085
RG CS NC;0,03;0,17;0;0,066666667;0,090737717;-0,404095097;1,138813455;-0,734718358;1,542908553;1,873531814
SP PP DD;0,08;0,04;0,41;0,176666667;0,203059925;-0,476049947;-0,673036131;1,149086078;0,196986185;1,822122209
VM P0 CC;0,08;0,07;0,21;0,12;0,078102497;-0,51214752;-0,6401844;1,152331919;0,12803688;1,792516319
NP SP VM;0,08;0,07;0,21;0,12;0,078102497;-0,51214752;-0,6401844;1,152331919;0,12803688;1,792516319
I NC VM;0,13;0;0,21;0,113333333;0,105987421;0,157251366;-1,069309288;0,912057922;1,226560654;1,981367211
PI P0 VM;0,08;0,11;0;0,063333333;0,056862407;0,293105191;0,820694534;-1,113799725;0,527589344;1,93449426
VM NP NC;0,08;0,11;0;0,063333333;0,056862407;0,293105191;0,820694534;-1,113799725;0,527589344;1,93449426
RG NC DA;0,06;0,14;0;0,066666667;0,070237692;-0,0949158;1,044073795;-0,949157996;1,138989595;1,993231791
PP PP NC;0,11;0,07;0;0,06;0,055677644;0,89802651;0,179605302;-1,077631812;0,718421208;1,257237114
NP VS SP;0,08;0,11;0;0,063333333;0,056862407;0,293105191;0,820694534;-1,113799725;0,527589344;1,93449426
AQ CS P0;0,06;0,14;0;0,066666667;0,070237692;-0,0949158;1,044073795;-0,949157996;1,138989595;1,993231791
VM RG DD;0,03;0,17;0;0,066666667;0,090737717;-0,404095097;1,138813455;-0,734718358;1,542908553;1,873531814
RN RG VM;0,08;0,04;0,41;0,176666667;0,203059925;-0,476049947;-0,673036131;1,149086078;0,196986185;1,822122209
AQ NC DD;0,11;0,07;0;0,06;0,055677644;0,89802651;0,179605302;-1,077631812;0,718421208;1,257237114
CC PP NP;0,13;0,04;0;0,056666667;0,066583281;1,101377584;-0,250313087;-0,851064496;1,351690671;0,600751409
VS AQ RG;0,08;0,11;0;0,063333333;0,056862407;0,293105191;0,820694534;-1,113799725;0,527589344;1,93449426
VM NC PI;0,06;0,14;0;0,066666667;0,070237692;-0,0949158;1,044073795;-0,949157996;1,138989595;1,993231791
NC NP DP;0,11;0,07;0;0,06;0,055677644;0,89802651;0,179605302;-1,077631812;0,718421208;1,257237114
CC DP NP;0,06;0,11;0,21;0,126666667;0,076376262;-0,872871561;-0,21821789;1,091089451;0,654653671;1,309307341
DA NP AP;0,03;0,17;0;0,066666667;0,090737717;-0,404095097;1,138813455;-0,734718358;1,542908553;1,873531814
CC CC SP;0,11;0,07;0;0,06;0,055677644;0,89802651;0,179605302;-1,077631812;0,718421208;1,257237114
PD PP VM;0,06;0,14;0;0,066666667;0,070237692;-0,0949158;1,044073795;-0,949157996;1,138989595;1,993231791
DA VM AQ;0,08;0,11;0;0,063333333;0,056862407;0,293105191;0,820694534;-1,113799725;0,527589344;1,93449426
VM CS CC;0,08;0,04;0,41;0,176666667;0,203059925;-0,476049947;-0,673036131;1,149086078;0,196986185;1,822122209
VM CS AQ;0,08;0,11;0;0,063333333;0,056862407;0,293105191;0,820694534;-1,113799725;0,527589344;1,93449426
VM CS DD;0,08;0,11;0;0,063333333;0,056862407;0,293105191;0,820694534;-1,113799725;0,527589344;1,93449426
CC CC DA;0,06;0,11;0,21;0,126666667;0,076376262;-0,872871561;-0,21821789;1,091089451;0,654653671;1,309307341
DA VM RG;0,06;0,07;0,41;0,18;0,199248588;-0,602262736;-0,552074175;1,15433691;0,050188561;1,706411085
NC VM PT;0,08;0,11;0;0,063333333;0,056862407;0,293105191;0,820694534;-1,113799725;0,527589344;1,93449426
DA PI CC;0,08;0;0,62;0,233333333;0,33724373;-0,454666224;-0,691883385;1,146549609;0,237217161;1,838432994
SP NC PI;0,08;0,11;0;0,063333333;0,056862407;0,293105191;0,820694534;-1,113799725;0,527589344;1,93449426
CC CS AQ;0;0,11;0,62;0,243333333;0,330807094;-0,735574714;-0,403054638;1,138629351;0,332520076;1,541683989
Z NC CC;0,08;0,07;0,21;0,12;0,078102497;-0,51214752;-0,6401844;1,152331919;0,12803688;1,792516319
PR VS VM;0,13;0;0,21;0,113333333;0,105987421;0,157251366;-1,069309288;0,912057922;1,226560654;1,981367211
VA VM RG;0,11;0,04;0,21;0,12;0,085440037;-0,117041147;-0,936329178;1,053370325;0,81928803;1,989699502
SP VS AQ;0,13;0;0,21;0,113333333;0,105987421;0,157251366;-1,069309288;0,912057922;1,226560654;1,981367211
DP AQ RG;0,06;0,11;0,21;0,126666667;0,076376262;-0,872871561;-0,21821789;1,091089451;0,654653671;1,309307341
PP RG CS;0,13;0,04;0;0,056666667;0,066583281;1,101377584;-0,250313087;-0,851064496;1,351690671;0,600751409
PP RG DA;0,11;0,07;0;0,06;0,055677644;0,89802651;0,179605302;-1,077631812;0,718421208;1,257237114
DP NP RG;0,11;0,07;0;0,06;0,055677644;0,89802651;0,179605302;-1,077631812;0,718421208;1,257237114
PR VS DA;0,08;0,11;0;0,063333333;0,056862407;0,293105191;0,820694534;-1,113799725;0,527589344;1,93449426
DP AQ AQ;0,08;0,11;0;0,063333333;0,056862407;0,293105191;0,820694534;-1,113799725;0,527589344;1,93449426
AQ PP NC;0,11;0,07;0;0,06;0,055677644;0,89802651;0,179605302;-1,077631812;0,718421208;1,257237114
RG PP SP;0,08;0,07;0,21;0,12;0,078102497;-0,51214752;-0,6401844;1,152331919;0,12803688;1,792516319
I I NC;0,13;0,04;0;0,056666667;0,066583281;1,101377584;-0,250313087;-0,851064496;1,351690671;0,600751409
CS PR VM;0,08;0,07;0,21;0,12;0,078102497;-0,51214752;-0,6401844;1,152331919;0,12803688;1,792516319
PR NP AQ;0,06;0,14;0;0,066666667;0,070237692;-0,0949158;1,044073795;-0,949157996;1,138989595;1,993231791
PP CS CS;0,11;0,07;0;0,06;0,055677644;0,89802651;0,179605302;-1,077631812;0,718421208;1,257237114
PP CS RN;0,06;0,14;0;0,066666667;0,070237692;-0,0949158;1,044073795;-0,949157996;1,138989595;1,993231791
PP VS SP;0,08;0,11;0;0,063333333;0,056862407;0,293105191;0,820694534;-1,113799725;0,527589344;1,93449426
NC DP VM;0,06;0,07;0,41;0,18;0,199248588;-0,602262736;-0,552074175;1,15433691;0,050188561;1,706411085
CC CS VS;0,03;0,17;0;0,066666667;0,090737717;-0,404095097;1,138813455;-0,734718358;1,542908553;1,873531814
VS NC RG;0,13;0;0,21;0,113333333;0,105987421;0,157251366;-1,069309288;0,912057922;1,226560654;1,981367211
NC SP PI;0,08;0,11;0;0,063333333;0,056862407;0,293105191;0,820694534;-1,113799725;0,527589344;1,93449426
AP SP DP;0,11;0,07;0;0,06;0,055677644;0,89802651;0,179605302;-1,077631812;0,718421208;1,257237114
PT P0 VM;0,11;0,07;0;0,06;0,055677644;0,89802651;0,179605302;-1,077631812;0,718421208;1,257237114
PI SP PP;0,11;0,07;0;0,06;0,055677644;0,89802651;0,179605302;-1,077631812;0,718421208;1,257237114
AP CC DA;0,06;0,14;0;0,066666667;0,070237692;-0,0949158;1,044073795;-0,949157996;1,138989595;1,993231791
CS CS DP;0,11;0,07;0;0,06;0,055677644;0,89802651;0,179605302;-1,077631812;0,718421208;1,257237114
VM PP RN;0,16;0;0;0,053333333;0,092376043;1,154700538;-0,577350269;-0,577350269;1,732050808;0
NC NC PP;0,06;0,14;0;0,066666667;0,070237692;-0,0949158;1,044073795;-0,949157996;1,138989595;1,993231791
DA RG PP;0,06;0,14;0;0,066666667;0,070237692;-0,0949158;1,044073795;-0,949157996;1,138989595;1,993231791
PT VM DD;0,11;0,07;0;0,06;0,055677644;0,89802651;0,179605302;-1,077631812;0,718421208;1,257237114
PP NP DA;0,03;0,17;0;0,066666667;0,090737717;-0,404095097;1,138813455;-0,734718358;1,542908553;1,873531814
PP VM PI;0,06;0,14;0;0,066666667;0,070237692;-0,0949158;1,044073795;-0,949157996;1,138989595;1,993231791
PT VM CC;0,11;0,07;0;0,06;0,055677644;0,89802651;0,179605302;-1,077631812;0,718421208;1,257237114
CC PI VM;0,13;0,04;0;0,056666667;0,066583281;1,101377584;-0,250313087;-0,851064496;1,351690671;0,600751409
PI CC DI;0,06;0,11;0,21;0,126666667;0,076376262;-0,872871561;-0,21821789;1,091089451;0,654653671;1,309307341
NC CS DI;0,08;0,07;0,21;0,12;0,078102497;-0,51214752;-0,6401844;1,152331919;0,12803688;1,792516319
SP PI CC;0,03;0,14;0,21;0,126666667;0,090737717;-1,06534162;0,146943672;0,918397948;1,212285291;0,771454276
RG RG DP;0,13;0;0,21;0,113333333;0,105987421;0,157251366;-1,069309288;0,912057922;1,226560654;1,981367211
VS SP DD;0,03;0,17;0;0,066666667;0,090737717;-0,404095097;1,138813455;-0,734718358;1,542908553;1,873531814
VS SP DI;0,06;0,14;0;0,066666667;0,070237692;-0,0949158;1,044073795;-0,949157996;1,138989595;1,993231791
RN VS DA;0,13;0;0,21;0,113333333;0,105987421;0,157251366;-1,069309288;0,912057922;1,226560654;1,981367211
VS SP AQ;0,11;0,07;0;0,06;0,055677644;0,89802651;0,179605302;-1,077631812;0,718421208;1,257237114
PT VM RG;0,06;0,14;0;0,066666667;0,070237692;-0,0949158;1,044073795;-0,949157996;1,138989595;1,993231791
RN NC SP;0,13;0,04;0;0,056666667;0,066583281;1,101377584;-0,250313087;-0,851064496;1,351690671;0,600751409
